NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
03440094,02,2017,900000,2,,5,11416.6667
03440094,03,2017,900000,2,,1,11416.6667
03440094,03,2017,900000,2,,2,11416.6667
03440094,03,2017,900000,2,,3,11416.6667
03440094,03,2017,900000,2,,4,11416.6667
03440094,03,2017,900000,2,,5,11416.6667
03440094,01,2017,900180,2,,1,1.6667
03440094,01,2017,900180,2,,2,1.6667
03440094,01,2017,900180,2,,3,1.6667
03440094,01,2017,900180,2,,4,1.6667
03440094,01,2017,900180,2,,5,1.6667
03440094,02,2017,900180,2,,1,1.6667
03440094,02,2017,900180,2,,2,1.6667
03440094,02,2017,900180,2,,3,1.6667
03440094,02,2017,900180,2,,4,1.6667
03440094,02,2017,900180,2,,5,1.6667
03440094,03,2017,900180,2,,1,1.6667
03440094,03,2017,900180,2,,2,1.6667
03440094,03,2017,900180,2,,3,1.6667
03440094,03,2017,900180,2,,4,1.6667
03440094,03,2017,900180,2,,5,1.6667
03440094,01,2017,980000,2,,1,11418.3333
03440094,01,2017,980000,2,,2,11418.3333
03440094,01,2017,980000,2,,3,11418.3333
03440094,01,2017,980000,2,,4,11418.3333
03440094,01,2017,980000,2,,5,11418.3333
03440094,02,2017,980000,2,,1,11418.3333
03440094,02,2017,980000,2,,2,11418.3333
03440094,02,2017,980000,2,,3,11418.3333
03440094,02,2017,980000,2,,4,11418.3333
03440094,02,2017,980000,2,,5,11418.3333
03440094,03,2017,980000,2,,1,11418.3333
03440094,03,2017,980000,2,,2,11418.3333
03440094,03,2017,980000,2,,3,11418.3333
03440094,03,2017,980000,2,,4,11418.3333
03440094,03,2017,980000,2,,5,11418.3333
03440114,01,2017,900090,2,,1,92.0833
03440114,01,2017,900090,2,,2,210.3333
03440114,01,2017,900090,2,,3,555.6667
03440114,01,2017,900090,2,,4,866.5833
03440114,01,2017,900090,2,,5,740.3333
03440114,02,2017,900090,2,,1,92.0833
03440114,02,2017,900090,2,,2,210.3333
03440114,02,2017,900090,2,,3,555.6667
03440114,02,2017,900090,2,,4,866.5833
03440114,02,2017,900090,2,,5,740.3333
03440114,03,2017,900090,2,,1,92.0833
03440114,03,2017,900090,2,,2,210.3333
03440114,03,2017,900090,2,,3,555.6667
03440114,03,2017,900090,2,,4,866.5833
03440114,03,2017,900090,2,,5,740.3333
03440114,01,2017,980000,2,,1,92.0833
03440114,01,2017,980000,2,,2,210.3333
03440114,01,2017,980000,2,,3,555.6667
03440114,01,2017,980000,2,,4,866.5833
03440114,01,2017,980000,2,,5,740.3333
03440114,02,2017,980000,2,,1,92.0833
03440114,02,2017,980000,2,,2,210.3333
03440114,02,2017,980000,2,,3,555.6667
03440114,02,2017,980000,2,,4,866.5833
03440114,02,2017,980000,2,,5,740.3333
03440114,03,2017,980000,2,,1,92.0833
03440114,03,2017,980000,2,,2,210.3333
03440114,03,2017,980000,2,,3,555.6667
03440114,03,2017,980000,2,,4,866.5833
03440114,03,2017,980000,2,,5,740.3333
03440124,01,2017,800940,2,,1,541.9167
03440124,01,2017,800940,2,,2,541.9167
